Date,Strategy,Campaign,Strategy Type,Seller,Impressions,Clicks, Spend,Sales,Quotes,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,PubMatic,10,0,$0.02 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Google AdExchange,6859,0,$7.50 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Microsoft Advertising Exchange,74,0,$0.10 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Technorati Media,7,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Ybrant Digital,5,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,OpenX,13316,5,$19.72 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Rubicon,3421,1,$4.77 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Unanimis Consulting Limited,3,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,TLV Media Online Ltd,6,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AdExtent,2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Yellowhammer Media Group Inc.,7,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Global Digital Markets (Ve Interactive),2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Admetrics Media Ltd,7,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,OnScroll Limited,3,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Switch Concepts Limited,64,0,$0.10 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AOL Marketplace,53,0,$0.07 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"PulsePoint, Inc.",36,0,$0.05 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Improve Digital,7,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,bRealTime (select),10,0,$0.02 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Sovrn,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Adtegrity,2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Lifestreet,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Criteo,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,The Publisher Trading Desk Ltd.,2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Admeta AB,1,0,$0.00 ,0,1,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Defy Media,9,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,District M,11,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Protein UK Limited,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Dakine Media LLC,4,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"Green Light Media, Inc",3,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Programmatic s.r.o.,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,24/7 Media France,2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,MonPar B.V.,7,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Brightcom Media,2,0,$0.00 ,0,1,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AD2ONE LTD,2,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Metric Science,3,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,The Blogger Network,4,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Yamaka Media Group Ltd,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Kyston,50,0,$0.01 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Auto Trader Limited,32,0,$0.06 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Adshoard Premium,1,0,$0.00 ,0,0,
1-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,33Across Real Display,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,PubMatic,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Google AdExchange,4240,2,$5.36 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Microsoft Advertising Exchange,50,0,$0.08 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Technorati Media,11,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Ybrant Digital,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,OpenX,4482,1,$6.73 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Rubicon,2304,0,$3.41 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Unanimis Consulting Limited,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AdExtent,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Yellowhammer Media Group Inc.,5,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Global Digital Markets (Ve Interactive),1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,CrimTan,4,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,OnScroll Limited,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Switch Concepts Limited,49,0,$0.08 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AOL Marketplace,35,0,$0.04 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"PulsePoint, Inc.",42,0,$0.07 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Improve Digital,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,bRealTime (select),8,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Sovrn,7,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Adtegrity,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Criteo,3,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,UnderDog Media,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Defy Media,5,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Bandsintown Amplified,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,District M,8,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Adperium BV - Performance,3,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Protein UK Limited,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"Generation Premium, Inc.",2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"Green Light Media, Inc",1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,24/7 Media France,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,"Geniee, Inc.",1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,MonPar B.V.,7,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Brightcom Media,2,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,AD2ONE LTD,3,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Metric Science,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Time Inc. (UK) Ltd,1,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Kyston,32,0,$0.01 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Auto Trader Limited,27,0,$0.05 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,S&W Ltd.,3,0,$0.00 ,0,0,
2-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Youla Media LLP,1,0,$0.00 ,0,0,
10-6-2015,Audience - Cautious Homeowners,Prospecting,Audience,Google AdExchange,0,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PubMatic,23,0,$0.03 ,0,6,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Google AdExchange,1090,0,$1.22 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,LinkedIn Corporation,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Microsoft Advertising Exchange,44,0,$0.07 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Technorati Media,31,0,$0.04 ,0,2,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MetaNetwork,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Ybrant Digital,64,0,$0.07 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OpenX,1552,1,$2.33 ,0,1,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Rubicon,599,0,$0.87 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Collective Exchange (UK),1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Unanimis Consulting Limited,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,TLV Media Online Ltd,88,0,$0.16 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdExtent,4,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Yellowhammer Media Group Inc.,26,0,$0.05 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Global Digital Markets (Ve Interactive),1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admetrics Media Ltd,169,0,$0.28 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OnScroll Limited,4,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"Say Media, Inc.",1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Switch Concepts Limited,54,0,$0.09 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AOL Marketplace,52,0,$0.06 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"PulsePoint, Inc.",121,0,$0.18 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Improve Digital,8,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,bRealTime (select),16,0,$0.03 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Sovrn,13,0,$0.02 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adtegrity,38,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdConductor,2,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,The Publisher Trading Desk Ltd.,6,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admeta AB,12,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Orbit Interactive,11,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,UnderDog Media,5,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Defy Media,8,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PLYMedia,2,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,District M,21,0,$0.02 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adperium BV - Performance,30,0,$0.03 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Protein UK Limited,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Dakine Media LLC,172,0,$0.10 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Schibsted Classifieds,1,0,$0.00 ,0,1,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,D'Arriens Mobile,6,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"Green Light Media, Inc",7,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdMetrics Media Ltd Premium Exchange,2,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PremiumCPM LLC,1,0,$0.00 ,0,1,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,24/7 Media France,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MCN,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Vibrant Media Inc.,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MediaShakers - Mobile,18,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MonPar B.V.,15,0,$0.02 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Brightcom Media,2,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AD2ONE LTD,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Metric Science,3,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Alveo,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Premio,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,FireBringer Media - Premium,2,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Yamaka Media Group Ltd,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Kyston,340,0,$0.11 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Crazy4Media Online Ltd.,111,0,$0.13 ,0,2,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Auto Trader Limited,27,0,$0.05 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Youla Media LLP,5,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Traffiq Exchange Performance,5,0,$0.01 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adshoard Premium,1,0,$0.00 ,0,0,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,33Across Real Display,2,0,$0.00 ,0,3,
1-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Kickads SRL,3,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PubMatic,17,0,$0.02 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Google AdExchange,662,0,$0.84 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Microsoft Advertising Exchange,38,0,$0.06 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Technorati Media,9,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MetaNetwork,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Ybrant Digital,27,0,$0.03 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OpenX,497,0,$0.76 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Rubicon,357,0,$0.55 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,TLV Media Online Ltd,88,0,$0.16 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdExtent,6,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Yellowhammer Media Group Inc.,19,0,$0.04 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admetrics Media Ltd,63,0,$0.10 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OnScroll Limited,5,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Switch Concepts Limited,38,0,$0.06 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AOL Marketplace,29,0,$0.03 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"PulsePoint, Inc.",85,0,$0.13 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Improve Digital,18,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,bRealTime (select),19,0,$0.03 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Sovrn,10,0,$0.01 ,0,1,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adtegrity,20,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Lifestreet,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,The Publisher Trading Desk Ltd.,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admeta AB,5,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Orbit Interactive,2,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,UnderDog Media,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Defy Media,8,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PLYMedia,3,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,District M,7,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adperium BV - Performance,29,0,$0.03 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Vexigo Ltd,5,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Affinity.com,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,D'Arriens Mobile,4,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"Green Light Media, Inc",21,0,$0.03 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"Geniee, Inc.",1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MediaShakers - Mobile,20,0,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MonPar B.V.,8,1,$0.01 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AD2ONE LTD,2,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Metric Science,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Alveo,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,FireBringer Media - Premium,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Time Inc. (UK) Ltd,3,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Ambient Digital Pte Limited,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Kyston,188,0,$0.07 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Crazy4Media Online Ltd.,131,0,$0.17 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Auto Trader Limited,20,0,$0.04 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Traffiq Exchange Performance,2,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,33Across Real Display,1,0,$0.00 ,0,0,
2-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Kickads SRL,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,PubMatic,13,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Google AdExchange,822,0,$0.99 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,LinkedIn Corporation,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Microsoft Advertising Exchange,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Technorati Media,14,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MetaNetwork,76,0,$0.10 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Ybrant Digital,42,0,$0.06 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,D'Arriens,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OpenX,881,0,$1.32 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Rubicon,488,0,$0.71 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,TLV Media Online Ltd,228,0,$0.42 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdExtent,3,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Yellowhammer Media Group Inc.,31,0,$0.06 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admetrics Media Ltd,97,0,$0.16 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,OnScroll Limited,8,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Switch Concepts Limited,43,0,$0.07 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AOL Marketplace,48,0,$0.06 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"PulsePoint, Inc.",147,0,$0.22 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Improve Digital,16,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,bRealTime (select),17,0,$0.03 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Sovrn,5,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,The Edge Initiative,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adtegrity,4,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Lifestreet,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdConductor,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,The Publisher Trading Desk Ltd.,6,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Admeta AB,11,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Orbit Interactive,5,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,UnderDog Media,4,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Defy Media,10,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adversal.com,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Gourmet Ads Pty Limited,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,District M,16,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Adperium BV - Performance,36,0,$0.04 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Protein UK Limited,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Vexigo Ltd,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Dakine Media LLC,28,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,D'Arriens Mobile,3,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,"Green Light Media, Inc",3,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AdMetrics Media Ltd Premium Exchange,9,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,24/7 Media France,4,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MCN,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Vibrant Media Inc.,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MediaShakers - Mobile,19,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,MonPar B.V.,8,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Brightcom Media,2,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,AD2ONE LTD,3,0,$0.01 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Metric Science,8,0,$0.02 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,Alveo,1,0,$0.00 ,0,0,
3-6-2015,Audience - Demo - Aged 18-24,Prospecting,Audience,FireBringer Media - Premium,1,0,$0.00 ,0,0,
