Date,Strategy,Campaign,Strategy Type,Seller,Impressions,Clicks, Spend,Sales,Quotes,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,2881,1,$17.99 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Collective Exchange (UK),2,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,5,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,TLV Media Online Ltd,26,0,$0.17 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdExtent,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Hi-Media,4,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Yellowhammer Media Group Inc.,27,0,$0.19 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),10,0,$0.07 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,23,0,$0.07 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Switch Concepts Limited,323,0,$1.65 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AOL Marketplace,354,2,$2.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Improve Digital,32,0,$0.14 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Sovrn,14,0,$0.06 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Social Game Media LLC,1,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adtegrity,8,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Lifestreet,2,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdConductor,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Criteo,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,2,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Admeta AB,6,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Orange Ad Market (France),2,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,UnderDog Media,2,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Defy Media,23,1,$0.04 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Digital Throttle,4,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adversal.com,6,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Gourmet Ads Pty Limited,3,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,District M,28,0,$0.07 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adperium BV - Performance,2,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Protein UK Limited,2,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Affinity.com,2,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Generation Premium, Inc.",6,0,$0.03 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Dakine Media LLC,6,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Waypoint Media,2,0,$0.02 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Schibsted Classifieds,7,0,$0.03 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Woodtale Technology Inc,4,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,28,0,$0.09 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,PremiumCPM LLC,2,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,24/7 Media France,5,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MCN,9,0,$0.04 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Vibrant Media Inc.,4,0,$0.01 ,0,1,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MediaShakers - Mobile,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Brightcom Media,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,39,0,$0.26 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Metric Science,26,0,$0.08 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"AnyClip Media, Ltd.",1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Blogger Network,10,0,$0.03 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Time Inc. (UK) Ltd,15,0,$0.05 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Crazy4Media Online Ltd.,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,248,0,$0.95 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Perion,10,0,$0.05 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Youla Media LLP,14,0,$0.06 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Local World Limited,1,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,33Across Real Display,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Wilcom LLC,1,0,$0.00 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,3492,1,$17.44 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,210,0,$1.30 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,905,0,$5.17 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,1508,0,$13.63 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,3,0,$0.01 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,19,0,$0.08 ,1,2,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,12,0,$0.12 ,0,0,
7-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,114,0,$0.51 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,6059,5,$28.51 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,LinkedIn Corporation,3,0,$0.02 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,54,0,$0.24 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Technorati Media,9,0,$0.05 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MetaNetwork,5,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Ybrant Digital,1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,1268,2,$6.36 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,3029,2,$18.04 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Collective Exchange (UK),2,0,$0.02 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,14,0,$0.04 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,TLV Media Online Ltd,47,0,$0.33 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdExtent,9,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Hi-Media,3,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Yellowhammer Media Group Inc.,21,0,$0.16 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),5,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Admetrics Media Ltd,9,0,$0.07 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,34,1,$0.11 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Say Media, Inc.",1,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Switch Concepts Limited,387,0,$1.93 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AOL Marketplace,465,0,$2.59 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Improve Digital,32,0,$0.08 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Sovrn,23,0,$0.09 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adtegrity,8,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Criteo,1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,13,0,$0.10 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Admeta AB,4,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,UnderDog Media,7,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Defy Media,30,0,$0.06 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,PLYMedia,1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adversal.com,5,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Gourmet Ads Pty Limited,1,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Chitika, Inc.",5,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,District M,26,0,$0.07 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adperium BV - Performance,3,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Protein UK Limited,8,0,$0.06 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Affinity.com,2,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Gorilla Nation Media, LLC",1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Generation Premium, Inc.",6,0,$0.04 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Dakine Media LLC,9,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Woodtale Technology Inc,8,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Green Light Media, Inc",5,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,3,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,24/7 Media France,2,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MCN,5,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Vibrant Media Inc.,8,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MediaShakers - Mobile,1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Brightcom Media,2,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,84,0,$0.57 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Metric Science,51,0,$0.17 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Brandmatic,1,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Blogger Network,4,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Time Inc. (UK) Ltd,7,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Crazy4Media Online Ltd.,2,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,223,0,$0.80 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,S&W Ltd.,2,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Perion,12,0,$0.07 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Youla Media LLP,2,0,$0.00 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Local World Limited,3,0,$0.01 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,4012,3,$19.89 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,103,0,$0.65 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,899,1,$5.23 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,1786,1,$15.07 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,10,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,10,0,$0.03 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,24,0,$0.25 ,0,0,
8-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,92,0,$0.38 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,4633,4,$21.17 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,LinkedIn Corporation,1,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,187,0,$0.73 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Technorati Media,20,0,$0.04 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Ybrant Digital,3,0,$0.00 ,0,1,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,1164,2,$5.66 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,2752,3,$16.69 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Collective Exchange (UK),1,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Httpool,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,5,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,TLV Media Online Ltd,9,0,$0.07 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdExtent,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Hi-Media,8,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Yellowhammer Media Group Inc.,29,0,$0.22 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),10,0,$0.07 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,33,0,$0.11 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Shareaholic, Inc.",1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Switch Concepts Limited,312,0,$1.41 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AOL Marketplace,403,3,$2.23 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Improve Digital,42,0,$0.12 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Sovrn,11,0,$0.05 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Social Game Media LLC,2,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adtegrity,5,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdConductor,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Criteo,6,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,5,0,$0.04 ,0,2,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Admeta AB,4,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Defy Media,11,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Digital Throttle,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adversal.com,9,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Gourmet Ads Pty Limited,5,0,$0.04 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Chitika, Inc.",1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,District M,23,0,$0.05 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Protein UK Limited,6,0,$0.03 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Affinity.com,2,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Gorilla Nation Media, LLC",3,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Cyber C.S.G Group Soft Ltd,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Generation Premium, Inc.",11,0,$0.06 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Dakine Media LLC,3,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Woodtale Technology Inc,10,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Green Light Media, Inc",7,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,8,0,$0.03 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Uber AdMedia,2,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,24/7 Media France,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Geniee, Inc.",1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Woven Digital LLC,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MCN,4,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Vibrant Media Inc.,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,MediaShakers - Mobile,4,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Brightcom Media,3,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,44,0,$0.31 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Metric Science,28,0,$0.10 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"AnyClip Media, Ltd.",1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Blogger Network,4,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Time Inc. (UK) Ltd,5,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Crazy4Media Online Ltd.,9,0,$0.02 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,136,1,$0.47 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,S&W Ltd.,3,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Perion,7,0,$0.04 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Youla Media LLP,12,0,$0.03 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Local World Limited,6,0,$0.03 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,33Across Real Display,2,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,3288,3,$16.30 ,1,1,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,LinkedIn Corporation,1,0,$0.01 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,204,0,$1.26 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,900,0,$5.52 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,1555,0,$13.15 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,1,0,$0.00 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,10,0,$0.03 ,0,0,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AD2ONE LTD,26,0,$0.30 ,0,2,
9-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Auto Trader Limited,83,0,$0.39 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Google AdExchange,2124,1,$9.64 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,LinkedIn Corporation,9,0,$0.07 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Microsoft Advertising Exchange,70,0,$0.32 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Technorati Media,12,0,$0.03 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Ybrant Digital,1,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OpenX,582,0,$2.62 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Rubicon,1218,0,$7.21 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Up-value GmbH,1,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Unanimis Consulting Limited,4,0,$0.02 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,TLV Media Online Ltd,2,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AdExtent,2,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Yellowhammer Media Group Inc.,18,0,$0.14 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),4,0,$0.03 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,OnScroll Limited,10,0,$0.04 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Heights Media,2,0,$0.01 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Switch Concepts Limited,157,0,$0.70 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,AOL Marketplace,173,0,$0.86 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Improve Digital,25,0,$0.09 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Sovrn,5,0,$0.03 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Social Game Media LLC,2,0,$0.02 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adtegrity,4,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Lifestreet,1,0,$0.01 ,0,1,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,4,0,$0.03 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Admeta AB,1,0,$0.01 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,UnderDog Media,1,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Defy Media,9,0,$0.02 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Adversal.com,3,0,$0.01 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Gourmet Ads Pty Limited,2,0,$0.01 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Chitika, Inc.",1,0,$0.00 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,District M,10,0,$0.03 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Protein UK Limited,2,0,$0.01 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,Affinity.com,5,0,$0.02 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Conversant, Inc",7,0,$0.02 ,0,0,
10-6-2015,Homepage 2-13 Day Recency,Retargeting,Retargeting,"Gorilla Nation Media, LLC",1,0,$0.01 ,0,0,
